metal_type,pouring_temperature,mold_material,cooling_rate,section_thickness,pouring_speed,porosity,shrinkage,cold_shut
Aluminum,668.8,ceramic,high,42.62,2.65,0,0,1
Steel,1481.49,sand,medium,10.52,2.29,1,1,0
Aluminum,716.93,die,high,42.01,2.76,0,0,1
Cast Iron,1333.19,die,low,27.71,0.92,1,1,0
Cast Iron,1181.81,die,medium,44.85,1.69,1,1,1
Aluminum,746.25,die,medium,44.9,2.05,0,1,1
Cast Iron,1213.87,sand,high,6.09,1.99,0,0,0
Steel,1508.7,sand,medium,22.23,2.65,1,1,0
Aluminum,665.37,sand,low,28.69,1.04,0,1,1
Cast Iron,1273.17,ceramic,low,35.53,0.94,1,1,1
Aluminum,709.64,ceramic,medium,17.88,1.13,0,0,1
Steel,1516.34,ceramic,high,16.35,2.73,1,1,0
Steel,1521.41,die,high,22.16,2.85,1,1,0
Cast Iron,1274.6,ceramic,medium,27.54,1.92,1,1,1
Steel,1537.52,die,low,47.8,1.75,1,1,1
Aluminum,687.43,ceramic,medium,39.29,2.01,0,1,1
Steel,1582.62,die,high,24.32,2.04,1,0,0
Aluminum,716.77,ceramic,high,7.45,0.93,0,0,1
Aluminum,670.54,ceramic,medium,12.58,2.22,0,0,1
Steel,1497.99,sand,low,25.52,1.63,1,1,0
Cast Iron,1307.58,ceramic,medium,41.62,1.79,1,1,1
Steel,1465.68,ceramic,low,22.13,0.58,1,1,0
Aluminum,725.02,sand,low,29.23,2.41,1,1,1
Aluminum,685.88,die,medium,45.13,2.59,0,1,1
Steel,1532.75,sand,medium,46.12,2.05,1,1,1
Cast Iron,1206.11,sand,low,14.71,2.37,1,1,0
Cast Iron,1347.29,die,low,6.96,1.81,1,1,0
Aluminum,740.58,ceramic,low,18.74,2.05,1,1,1
Aluminum,742.84,die,low,36.31,1.49,1,1,1
Cast Iron,1186.96,ceramic,high,47.8,2.48,1,1,1
Steel,1576.25,ceramic,medium,8.47,1.67,1,1,0
Aluminum,703.54,die,low,6.28,2.2,1,1,1
Aluminum,720.79,sand,medium,44.79,2.05,0,0,1
Cast Iron,1193.5,die,low,38.67,2.26,1,1,0
Steel,1556.8,ceramic,medium,49.65,2.46,1,1,1
Cast Iron,1332.85,die,medium,22.86,1.78,1,1,0
Steel,1490.12,die,low,23.72,2.53,1,1,0
Steel,1485.0,ceramic,low,12.75,1.74,1,1,0
Steel,1465.66,sand,medium,10.21,2.89,1,1,0
Aluminum,676.68,die,medium,31.04,2.38,0,1,1
Cast Iron,1257.16,ceramic,medium,21.39,0.93,1,1,1
Cast Iron,1316.54,ceramic,high,8.61,2.57,1,0,0
Steel,1491.82,die,low,44.91,1.88,1,1,0
Aluminum,712.11,sand,high,13.93,2.96,0,0,1
Aluminum,697.96,die,high,38.69,2.3,0,0,1
Cast Iron,1207.72,sand,low,17.7,0.71,0,1,0
Aluminum,701.04,sand,low,41.58,1.49,0,1,1
Aluminum,666.8,sand,high,10.33,1.79,0,0,1
Steel,1545.94,sand,low,39.02,2.6,1,1,0
Aluminum,661.57,die,medium,9.42,2.32,0,0,1
Steel,1559.65,ceramic,medium,25.11,1.42,1,1,0
Cast Iron,1185.54,ceramic,high,38.03,2.13,0,0,1
Aluminum,749.82,ceramic,high,12.79,1.94,0,0,1
Cast Iron,1314.73,ceramic,low,17.85,0.82,1,1,1
Cast Iron,1218.77,ceramic,low,43.91,1.09,0,1,1
Aluminum,692.62,ceramic,high,44.83,1.35,0,0,1
Aluminum,675.92,die,high,7.02,0.99,0,0,1
Cast Iron,1303.42,sand,medium,12.56,0.88,0,0,0
Aluminum,688.07,ceramic,medium,10.29,0.65,0,0,1
Steel,1563.28,die,low,13.09,2.68,1,1,0
Steel,1452.76,ceramic,medium,48.66,1.22,1,1,1
Aluminum,663.56,ceramic,low,29.82,1.23,0,1,1
Cast Iron,1222.99,sand,low,26.07,1.02,0,1,0
Aluminum,660.89,sand,low,49.3,1.69,0,1,1
Aluminum,710.11,sand,medium,30.06,1.79,0,0,1
Cast Iron,1160.17,ceramic,high,34.75,1.02,0,0,1
Cast Iron,1321.95,ceramic,high,19.97,2.02,0,0,0
Steel,1564.2,ceramic,medium,22.2,2.31,1,1,0
Cast Iron,1193.25,sand,high,31.75,1.43,0,0,1
Steel,1522.57,die,low,8.14,1.96,1,1,0
Cast Iron,1240.36,ceramic,high,16.51,1.76,1,1,1
Aluminum,722.49,ceramic,medium,13.86,0.99,0,0,1
Steel,1510.23,ceramic,high,5.72,2.33,1,0,0
Steel,1454.94,die,low,29.16,2.5,1,1,0
Steel,1491.06,ceramic,low,30.25,2.12,1,1,0
Aluminum,696.62,die,medium,22.28,1.31,0,0,1
Aluminum,747.45,ceramic,medium,17.09,2.82,1,0,1
Aluminum,738.12,die,medium,34.34,1.64,0,1,1
Aluminum,668.14,ceramic,low,11.06,1.16,0,1,1
Aluminum,722.33,sand,high,28.34,1.52,0,0,1
Steel,1590.52,sand,high,39.56,2.23,1,1,1
Aluminum,650.88,sand,medium,12.39,2.61,0,0,1
Steel,1558.14,sand,high,38.9,1.39,0,1,0
Aluminum,695.93,ceramic,high,39.24,1.08,0,0,1
Cast Iron,1286.05,sand,medium,7.7,2.07,1,1,0
Steel,1540.84,die,medium,5.85,2.8,1,1,0
Cast Iron,1346.93,sand,low,48.83,0.96,1,1,1
Steel,1493.32,sand,low,13.7,2.51,1,1,0
Cast Iron,1307.23,sand,low,42.0,1.69,1,1,1
Aluminum,673.46,ceramic,low,30.28,2.5,1,1,1
Aluminum,693.56,sand,high,16.9,1.76,0,0,1
Aluminum,747.54,die,high,10.85,1.44,0,0,0
Steel,1564.92,sand,low,27.35,2.24,1,1,0
Cast Iron,1213.16,sand,low,23.33,2.75,1,1,1
Aluminum,711.94,sand,medium,36.45,1.3,0,1,1
Cast Iron,1159.94,die,high,45.69,1.65,0,0,1
Cast Iron,1203.28,sand,high,41.24,1.07,0,1,1
Aluminum,721.84,die,low,17.35,0.96,0,1,0
Aluminum,707.01,die,high,44.55,2.44,0,0,1
Cast Iron,1243.93,sand,medium,42.5,1.0,1,1,1
Aluminum,719.09,die,medium,46.81,2.48,0,0,1
Aluminum,689.85,ceramic,high,25.64,1.57,0,0,1
Aluminum,652.62,sand,low,39.59,2.99,1,1,1
Steel,1516.15,sand,high,31.62,0.99,0,1,0
Cast Iron,1330.43,die,medium,18.97,0.73,1,1,0
Cast Iron,1321.32,die,low,49.75,0.69,1,1,1
Steel,1511.35,sand,high,6.72,2.59,1,0,0
Cast Iron,1154.44,ceramic,low,12.3,1.59,1,1,0
Aluminum,713.63,die,low,45.16,0.51,0,1,1
Cast Iron,1298.24,die,medium,7.73,2.69,1,1,0
Aluminum,679.42,ceramic,low,44.91,2.69,1,1,1
Steel,1521.5,ceramic,high,37.18,2.52,1,1,1
Aluminum,749.19,sand,low,6.65,1.12,0,0,0
Cast Iron,1265.27,ceramic,low,24.32,1.43,1,1,0
Cast Iron,1220.21,sand,high,38.95,2.36,1,1,1
Cast Iron,1275.5,ceramic,medium,31.24,1.72,1,1,1
Steel,1477.0,die,medium,47.11,0.88,1,1,1
Steel,1479.89,sand,high,44.04,1.11,0,1,1
Cast Iron,1334.98,sand,high,19.97,2.93,1,0,0
Aluminum,673.92,sand,medium,8.81,0.88,0,0,1
Steel,1496.62,ceramic,low,47.49,2.32,1,1,1
Cast Iron,1258.76,die,high,28.28,1.7,0,0,0
Cast Iron,1329.94,sand,low,8.35,2.37,1,1,0
Steel,1567.22,sand,high,41.75,2.15,1,1,0
Steel,1456.57,sand,medium,44.08,1.6,1,1,1
Steel,1553.95,sand,low,33.77,1.38,1,1,0
Aluminum,700.41,die,low,25.14,2.39,0,1,0
Aluminum,697.56,ceramic,high,34.8,1.31,0,0,1
Cast Iron,1288.31,die,low,36.8,2.47,1,1,0
Steel,1479.43,sand,high,45.19,2.2,1,1,1
Aluminum,748.15,die,medium,48.01,1.94,0,1,1
Steel,1546.8,sand,low,28.14,1.42,1,1,0
Cast Iron,1223.13,ceramic,high,40.93,1.01,0,1,1
Aluminum,710.02,ceramic,low,48.4,2.28,1,1,1
Aluminum,671.65,ceramic,high,11.81,0.73,0,0,0
Aluminum,713.38,sand,high,5.82,2.93,0,0,0
Cast Iron,1155.64,die,high,44.1,2.95,0,0,0
Steel,1501.18,ceramic,medium,13.79,0.83,0,1,0
Aluminum,724.75,sand,low,6.91,0.76,0,1,1
Cast Iron,1311.6,sand,medium,12.2,1.53,1,1,0
Steel,1487.94,die,high,22.29,2.91,1,0,0
Cast Iron,1257.88,ceramic,high,14.87,1.5,0,0,0
Steel,1529.27,sand,medium,18.74,1.41,1,1,0
Cast Iron,1234.29,die,medium,48.89,2.26,1,1,1
Steel,1484.26,ceramic,low,36.7,0.95,1,1,1
Aluminum,720.32,die,high,37.05,1.41,0,0,1
Steel,1487.85,die,medium,9.26,1.23,1,1,0
Cast Iron,1332.21,sand,high,37.94,2.0,1,1,1
Cast Iron,1255.7,sand,high,38.27,0.91,0,1,1
Steel,1580.57,sand,low,34.69,1.87,1,1,1
Aluminum,679.07,die,low,15.28,2.64,0,0,0
Aluminum,730.71,sand,low,24.04,1.79,1,1,1
Steel,1467.05,die,medium,43.08,2.21,1,1,0
Steel,1565.02,die,high,35.16,0.69,0,1,0
Cast Iron,1227.39,sand,medium,37.97,1.62,1,1,1
Aluminum,697.0,ceramic,medium,31.43,0.74,0,1,1
Steel,1475.02,ceramic,low,25.23,2.0,1,1,0
Aluminum,651.86,ceramic,high,39.16,1.2,0,0,1
Steel,1549.93,die,high,8.06,1.22,0,0,0
Steel,1538.16,die,low,35.29,0.69,1,1,0
Aluminum,712.24,die,high,49.87,1.28,0,0,1
Steel,1488.25,sand,low,40.11,1.77,1,1,1
Steel,1485.89,die,medium,18.08,1.96,1,1,0
Cast Iron,1316.06,sand,medium,17.5,0.67,0,1,0
Steel,1564.19,sand,low,35.02,2.13,1,1,0
Steel,1500.52,ceramic,medium,45.31,1.72,1,1,0
Steel,1545.67,ceramic,medium,31.01,1.84,1,1,0
Cast Iron,1315.63,ceramic,low,28.73,2.58,1,1,1
Aluminum,738.88,sand,medium,12.22,1.36,0,0,1
Cast Iron,1151.16,sand,high,37.2,0.94,0,0,1
Cast Iron,1312.69,sand,medium,36.6,1.88,1,1,1
Aluminum,685.04,die,low,48.51,2.86,1,1,1
Cast Iron,1293.68,sand,high,18.51,1.79,0,0,0
Aluminum,687.14,ceramic,high,39.04,2.58,0,0,1
Cast Iron,1271.25,ceramic,medium,24.53,2.39,1,1,1
Aluminum,714.68,sand,high,30.13,1.8,0,0,1
Steel,1510.75,sand,low,41.74,2.12,1,1,1
Cast Iron,1252.56,ceramic,high,14.99,1.52,0,0,0
Cast Iron,1295.26,sand,medium,20.43,1.83,1,1,0
Cast Iron,1245.26,ceramic,medium,39.8,1.77,1,1,1
Cast Iron,1152.8,die,high,30.67,2.27,0,0,0
Steel,1451.94,ceramic,low,9.16,1.52,1,1,0
Cast Iron,1282.26,die,low,24.36,0.75,0,1,0
Steel,1577.09,sand,medium,31.4,2.47,1,1,0
Steel,1567.79,sand,medium,45.93,2.21,1,1,0
Steel,1496.56,die,low,13.48,2.88,1,1,0
Steel,1520.67,sand,high,41.27,1.57,1,1,1
Aluminum,673.42,die,high,10.88,0.7,0,0,0
Aluminum,748.91,sand,high,15.9,0.8,0,0,1
Cast Iron,1202.1,ceramic,high,15.95,2.43,1,0,0
Aluminum,691.63,sand,low,44.49,0.67,0,1,1
Aluminum,718.11,ceramic,medium,13.96,2.77,1,1,1
Cast Iron,1325.2,ceramic,medium,40.41,1.2,1,1,1
Cast Iron,1160.3,die,high,25.78,2.75,1,0,0
Cast Iron,1210.2,sand,low,49.96,2.43,1,1,1
Aluminum,706.9,die,low,42.76,2.68,1,1,1
Aluminum,711.83,sand,high,38.29,1.04,0,0,1
Cast Iron,1164.01,ceramic,high,44.18,1.99,0,1,1
Steel,1549.61,ceramic,high,33.53,0.73,0,0,0
Cast Iron,1255.61,sand,medium,42.96,1.01,0,1,1
Steel,1574.14,sand,high,16.75,1.27,0,0,0
Steel,1483.33,die,medium,9.4,2.35,1,1,0
Cast Iron,1189.01,sand,low,32.72,0.56,0,1,1
Cast Iron,1308.67,sand,low,24.56,2.76,1,1,0
Cast Iron,1290.77,sand,medium,24.19,0.68,0,1,0
Aluminum,729.17,die,medium,28.7,1.44,0,0,1
Steel,1567.29,sand,medium,21.26,0.7,1,1,0
Aluminum,660.4,ceramic,medium,33.17,2.42,1,1,1
Aluminum,677.86,die,high,6.38,0.85,0,0,0
Cast Iron,1202.02,die,low,48.65,2.71,1,1,1
Aluminum,743.46,ceramic,high,46.61,1.83,0,0,1
Cast Iron,1247.49,ceramic,medium,47.09,2.87,1,1,1
Steel,1466.66,ceramic,high,21.43,1.23,1,1,0
Cast Iron,1207.92,sand,high,28.94,1.64,0,0,1
Aluminum,737.19,ceramic,low,47.94,2.24,1,1,1
Aluminum,734.71,sand,high,45.61,2.58,0,0,1
Cast Iron,1330.07,die,low,40.56,1.55,1,1,0
Cast Iron,1227.71,die,medium,23.33,2.73,1,1,0
Aluminum,714.13,ceramic,high,30.4,0.79,0,0,1
Steel,1491.73,sand,medium,40.68,2.27,1,1,0
Steel,1477.12,ceramic,low,17.29,1.37,1,1,0
Cast Iron,1154.38,ceramic,medium,33.19,0.75,0,1,1
Steel,1483.52,sand,medium,42.26,1.47,1,1,1
Aluminum,710.44,ceramic,low,36.84,2.7,1,1,1
Cast Iron,1330.84,die,medium,26.58,2.95,1,1,0
Aluminum,663.34,ceramic,medium,31.31,1.48,0,1,1
Aluminum,741.8,sand,medium,49.49,2.72,1,1,1
Steel,1501.81,sand,high,32.09,1.77,0,0,0
Cast Iron,1235.37,die,medium,40.35,2.29,1,1,1
Cast Iron,1223.0,sand,low,37.7,0.61,0,1,1
Steel,1511.29,sand,high,36.57,1.89,1,0,0
Aluminum,675.92,die,high,37.24,0.68,0,0,1
Aluminum,719.86,ceramic,low,25.45,1.17,0,1,1
Aluminum,725.82,die,medium,26.34,1.92,0,1,1
Aluminum,732.31,ceramic,high,26.05,2.52,0,0,1
Cast Iron,1218.26,die,high,6.5,1.9,0,0,0
Cast Iron,1302.93,ceramic,high,15.85,2.84,1,0,0
Steel,1545.65,die,medium,11.96,2.53,1,1,0
Steel,1593.69,ceramic,high,44.89,0.89,0,1,1
Cast Iron,1234.96,die,low,17.37,1.47,1,1,0
Cast Iron,1348.46,ceramic,medium,11.23,2.17,1,1,0
Aluminum,724.04,die,low,10.39,2.85,1,1,1
Aluminum,727.63,sand,low,36.5,2.97,1,1,1
Steel,1453.86,ceramic,high,5.27,2.41,1,0,0
Cast Iron,1249.48,die,high,26.21,1.93,1,1,0
Steel,1529.25,ceramic,high,10.35,2.39,1,0,0
Cast Iron,1158.12,ceramic,low,43.23,1.18,1,1,1
Aluminum,681.21,die,medium,48.13,1.21,0,1,1
Steel,1593.35,ceramic,high,48.14,2.14,1,1,1
Steel,1513.92,die,high,24.89,2.68,1,1,0
Cast Iron,1187.34,sand,low,34.0,2.92,1,1,1
Aluminum,701.33,ceramic,medium,31.99,1.35,0,0,1
Steel,1455.06,sand,low,20.75,2.49,1,1,0
Aluminum,701.6,ceramic,high,24.98,2.63,0,0,1
Steel,1539.14,ceramic,low,7.89,2.06,1,1,0
Aluminum,685.77,ceramic,high,40.81,1.37,0,0,1
Cast Iron,1302.52,die,medium,15.84,2.05,1,1,0
Steel,1470.36,sand,low,25.72,1.96,1,1,0
Steel,1581.73,ceramic,high,26.63,2.02,1,1,0
Aluminum,745.54,die,high,30.23,2.05,0,0,1
Aluminum,650.12,ceramic,high,41.8,2.62,0,0,1
Steel,1576.41,die,high,36.13,0.93,0,1,0
Cast Iron,1251.22,ceramic,low,34.84,1.42,1,1,1
Aluminum,696.14,sand,high,28.7,1.97,0,0,1
Aluminum,673.87,sand,low,9.32,1.21,0,1,1
Aluminum,694.73,ceramic,high,23.09,2.95,0,0,1
Steel,1592.56,die,low,48.08,1.16,1,1,0
Steel,1481.62,ceramic,low,49.8,1.67,1,1,1
Steel,1476.86,die,high,37.87,2.69,1,1,0
Steel,1486.28,ceramic,high,15.24,0.7,0,0,0
Cast Iron,1260.37,die,high,9.59,2.55,0,0,0
Cast Iron,1336.06,sand,high,23.66,1.93,0,0,0
Steel,1536.08,ceramic,medium,43.55,0.58,1,1,1
Cast Iron,1198.7,sand,high,37.48,2.76,1,0,1
Aluminum,694.05,sand,high,44.78,0.6,0,0,1
Aluminum,689.04,ceramic,high,32.71,1.79,0,0,1
Aluminum,654.66,ceramic,low,10.86,0.62,0,1,1
Steel,1526.6,die,high,10.17,0.68,0,0,0
Aluminum,662.6,die,low,7.16,2.72,1,1,1
Cast Iron,1318.45,sand,low,30.52,2.41,1,1,1
Steel,1532.34,die,low,15.93,0.99,1,1,0
Cast Iron,1318.92,die,low,38.05,2.05,1,1,0
Aluminum,745.6,ceramic,medium,35.88,2.49,0,1,1
Aluminum,744.32,die,high,19.31,2.72,0,0,0
Aluminum,660.04,sand,low,12.96,1.67,0,1,1
Steel,1591.72,die,high,9.61,2.74,1,1,0
Cast Iron,1309.15,sand,low,38.18,1.77,1,1,1
Steel,1566.65,ceramic,medium,25.27,2.22,1,1,0
Steel,1463.52,sand,low,19.56,2.95,1,1,0
Aluminum,667.95,die,high,43.55,1.09,0,0,1
Steel,1596.27,ceramic,high,31.71,0.92,0,1,0
Steel,1482.01,die,medium,28.31,1.36,1,1,0
Aluminum,666.91,ceramic,high,38.45,0.91,0,0,1
Steel,1504.35,ceramic,high,41.7,1.21,0,1,1
Aluminum,741.34,die,low,35.87,2.36,1,1,1
Aluminum,697.62,die,high,24.8,1.69,0,0,1
Aluminum,742.06,ceramic,low,22.07,1.44,0,1,1
Aluminum,683.43,ceramic,medium,39.72,1.42,0,1,1
Steel,1483.98,die,high,28.31,0.99,0,0,0
Aluminum,699.52,sand,low,36.7,1.62,0,1,1
Aluminum,711.55,die,high,45.07,2.06,0,0,1
Steel,1508.72,ceramic,low,46.22,0.85,1,1,1
Steel,1501.9,die,medium,17.5,2.93,1,1,0
Cast Iron,1193.61,sand,low,13.46,1.61,1,1,0
Steel,1491.25,die,high,16.76,2.87,1,0,0
Steel,1550.97,ceramic,low,38.81,0.84,1,1,0
Cast Iron,1223.97,die,high,21.65,2.42,1,0,0
Steel,1461.96,ceramic,medium,12.8,2.04,1,1,0
Steel,1470.72,ceramic,low,9.43,2.55,1,1,0
Steel,1505.86,die,high,19.73,2.0,1,0,0
Steel,1588.68,ceramic,high,11.13,2.91,1,0,0
Cast Iron,1225.81,ceramic,high,12.04,2.07,0,0,0
Steel,1459.1,sand,low,35.77,2.46,1,1,0
Steel,1512.7,sand,low,5.89,2.69,1,1,0
Cast Iron,1283.76,sand,low,10.29,2.29,1,1,0
Aluminum,709.36,sand,medium,43.0,1.81,0,1,1
Cast Iron,1205.76,ceramic,high,43.02,1.18,0,0,1
Aluminum,718.81,die,high,19.82,2.64,0,0,1
Cast Iron,1276.12,ceramic,medium,8.96,1.7,0,0,0
Cast Iron,1184.43,ceramic,medium,36.72,2.05,1,1,1
Steel,1474.32,ceramic,low,21.21,0.7,1,1,0
Aluminum,704.72,die,low,7.05,1.74,0,1,0
Steel,1548.92,sand,low,12.1,2.25,1,1,0
Aluminum,746.19,ceramic,low,11.17,1.96,0,0,0
Cast Iron,1234.39,ceramic,low,31.51,1.62,1,1,1
Cast Iron,1302.99,sand,low,45.42,1.06,1,1,1
Aluminum,661.65,ceramic,medium,40.69,1.27,0,0,1
Steel,1583.44,die,medium,29.59,2.25,1,1,0
Steel,1544.97,ceramic,medium,24.0,1.06,1,1,0
Steel,1544.35,ceramic,high,32.84,2.05,1,1,0
Steel,1471.37,sand,high,24.97,1.97,1,0,0
Cast Iron,1157.92,ceramic,low,16.07,2.93,1,1,1
Cast Iron,1290.29,ceramic,medium,35.56,0.65,0,1,1
Cast Iron,1173.41,die,high,44.3,0.77,0,1,1
Cast Iron,1175.39,sand,high,21.78,1.77,0,0,1
Cast Iron,1187.5,sand,medium,42.87,1.82,0,1,1
Steel,1464.66,die,high,24.4,0.6,0,0,0
Steel,1543.81,ceramic,high,23.06,2.56,1,1,1
Steel,1513.3,sand,medium,6.27,1.74,1,1,0
Steel,1489.91,sand,high,36.29,1.37,1,1,1
Cast Iron,1238.15,ceramic,medium,41.34,1.3,1,1,1
Cast Iron,1318.83,ceramic,high,34.86,2.65,1,0,1
Cast Iron,1335.42,sand,medium,11.81,0.99,0,1,0
Aluminum,698.75,ceramic,high,9.65,0.9,0,0,1
Steel,1535.01,sand,high,30.78,1.03,1,1,1
Steel,1488.58,ceramic,medium,23.07,2.06,1,1,0
Cast Iron,1252.72,ceramic,high,24.31,2.53,0,0,0
Steel,1562.22,die,medium,48.55,1.33,1,1,1
Steel,1523.82,ceramic,medium,37.58,0.93,0,1,0
Cast Iron,1210.41,die,high,23.53,1.02,0,0,0
Aluminum,708.2,ceramic,low,5.86,2.05,0,0,0
Aluminum,744.67,sand,high,6.53,1.12,0,0,1
Aluminum,738.8,sand,low,35.82,2.69,1,1,1
Cast Iron,1303.85,ceramic,low,42.7,0.76,0,1,0
Steel,1491.43,ceramic,high,36.85,0.58,0,1,0
Cast Iron,1198.31,sand,low,23.26,0.72,0,1,1
Cast Iron,1317.71,ceramic,medium,6.4,2.61,1,1,0
Steel,1477.2,die,medium,48.53,2.13,1,1,0
Aluminum,710.56,die,low,49.39,2.89,1,1,1
Aluminum,693.89,die,medium,29.72,1.34,0,1,1
Cast Iron,1243.6,die,high,8.18,1.03,0,0,0
Aluminum,695.45,die,medium,29.34,1.9,0,1,1
Cast Iron,1329.99,ceramic,low,45.16,1.84,1,1,1
Cast Iron,1167.42,ceramic,high,35.6,1.98,0,0,1
Steel,1567.44,die,medium,37.4,1.37,1,1,0
Steel,1575.25,ceramic,high,8.82,0.51,0,0,0
Steel,1591.43,ceramic,low,9.79,0.59,1,1,0
Cast Iron,1240.52,die,medium,10.73,2.16,1,1,0
Steel,1525.01,ceramic,high,45.7,1.81,1,1,1
Aluminum,746.13,ceramic,high,28.66,2.55,0,0,1
Aluminum,695.85,ceramic,medium,40.62,1.25,0,1,1
Cast Iron,1250.71,die,high,10.19,2.54,1,0,0
Cast Iron,1216.45,ceramic,high,46.74,1.56,0,1,1
Steel,1454.74,sand,low,41.95,0.74,1,1,1
Cast Iron,1236.61,sand,low,15.11,2.94,1,1,0
Cast Iron,1281.02,die,low,44.34,1.78,1,1,1
Aluminum,718.99,sand,low,16.85,2.07,0,1,1
Aluminum,650.65,die,low,14.24,2.18,1,1,1
Steel,1570.16,sand,low,16.89,1.41,1,1,0
Cast Iron,1248.48,sand,medium,45.95,2.37,1,1,1
Cast Iron,1254.15,sand,low,46.2,2.68,1,1,1
Aluminum,746.17,die,high,19.8,1.47,0,0,1
Cast Iron,1206.89,die,medium,36.74,2.14,1,1,1
Aluminum,726.17,ceramic,high,35.41,2.39,0,0,1
Steel,1536.22,die,low,41.3,0.98,1,1,0
Aluminum,720.08,sand,low,18.34,1.33,0,1,1
Cast Iron,1233.56,sand,high,27.96,0.77,0,0,0
Steel,1491.88,die,high,35.05,2.01,1,1,0
Aluminum,704.61,die,high,6.18,2.5,0,0,0
Aluminum,687.49,die,medium,21.95,2.03,0,0,1
Steel,1483.44,ceramic,low,36.31,0.95,1,1,1
Steel,1575.89,sand,high,16.37,1.87,1,0,0
Aluminum,697.58,ceramic,low,48.1,2.59,1,1,1
Cast Iron,1319.46,ceramic,high,6.36,1.26,0,0,0
Aluminum,697.4,sand,low,48.11,2.58,1,1,1
Steel,1533.52,sand,medium,14.75,2.46,1,1,0
Aluminum,749.53,die,low,7.2,0.55,0,0,0
Steel,1592.73,die,high,18.16,1.1,1,1,0
Steel,1490.75,ceramic,low,40.38,1.86,1,1,1
Cast Iron,1323.73,die,medium,38.86,2.29,1,1,1
Steel,1508.56,die,medium,14.4,2.7,1,1,0
Steel,1460.69,sand,low,13.86,2.1,1,1,0
Cast Iron,1265.16,sand,high,33.92,1.45,0,1,1
Steel,1596.56,die,medium,25.61,0.96,1,1,0
Cast Iron,1344.86,sand,medium,40.65,2.4,1,1,1
Cast Iron,1175.29,die,low,6.09,1.02,0,1,0
Steel,1565.69,sand,medium,32.47,2.24,1,1,0
Steel,1570.42,sand,medium,37.88,0.95,1,1,1
Aluminum,686.87,sand,high,49.7,0.73,0,0,1
Cast Iron,1281.72,sand,high,35.55,1.13,0,0,1
Aluminum,698.82,die,high,15.43,1.21,0,0,0
Steel,1484.18,ceramic,low,9.87,2.12,1,1,0
Aluminum,726.13,sand,medium,33.84,0.9,0,1,1
Cast Iron,1202.55,die,low,28.54,2.83,1,1,0
Aluminum,684.04,die,medium,45.46,1.89,0,1,1
Cast Iron,1188.0,sand,medium,37.7,1.73,1,1,1
Steel,1557.89,ceramic,medium,27.94,1.59,1,1,0
Steel,1518.81,sand,high,23.16,1.92,1,1,0
Cast Iron,1238.67,die,low,23.2,0.56,0,1,0
Steel,1540.68,ceramic,low,15.18,2.98,1,1,0
Steel,1473.59,die,medium,5.78,1.89,1,1,0
Steel,1584.72,sand,low,30.87,0.59,1,1,0
Steel,1519.77,ceramic,high,14.56,1.97,0,0,0
Cast Iron,1223.31,die,low,14.37,1.59,1,1,0
Aluminum,662.67,die,medium,10.64,0.56,0,0,1
Aluminum,666.8,die,high,13.53,2.81,0,0,1
Steel,1588.05,sand,high,6.43,0.53,0,0,0
Aluminum,695.66,ceramic,medium,35.34,1.94,0,1,1
Aluminum,722.22,sand,low,23.06,2.9,1,1,1
Steel,1462.08,sand,medium,30.27,1.09,1,1,0
Steel,1546.52,sand,low,33.66,1.14,1,1,0
Aluminum,742.15,ceramic,low,48.76,0.5,0,1,1
Cast Iron,1209.99,sand,high,8.07,0.67,0,0,0
Steel,1536.87,sand,medium,23.81,0.61,0,1,0
Cast Iron,1338.04,sand,high,16.07,2.56,1,0,0
Aluminum,721.93,sand,medium,26.45,2.59,1,1,1
Steel,1459.35,die,medium,46.42,2.32,1,1,0
Cast Iron,1225.75,sand,high,37.58,1.38,0,0,1
Steel,1462.87,die,medium,34.79,2.55,1,1,0
Aluminum,736.13,sand,medium,24.86,1.85,0,0,1
Cast Iron,1274.33,ceramic,low,35.2,1.26,1,1,1
Aluminum,745.64,die,medium,6.46,1.59,0,0,0
Aluminum,651.98,die,medium,31.38,0.66,0,1,1
Steel,1513.46,die,high,29.92,2.86,1,0,0
Cast Iron,1170.87,die,high,20.6,2.05,0,0,0
Aluminum,685.05,ceramic,medium,14.07,2.33,0,0,1
Aluminum,666.19,sand,low,41.34,2.19,0,1,1
Cast Iron,1215.76,die,low,7.42,2.17,1,1,0
Aluminum,731.93,ceramic,high,8.14,0.54,0,0,0
Aluminum,666.07,die,medium,24.82,1.81,0,0,1
Cast Iron,1244.73,sand,medium,16.36,2.55,1,1,0
Cast Iron,1334.32,die,low,38.55,0.61,1,1,0
Cast Iron,1349.76,ceramic,low,33.54,2.89,1,1,0
Cast Iron,1200.13,sand,low,39.76,1.56,1,1,1
Steel,1590.34,ceramic,high,19.61,1.22,1,1,0
Cast Iron,1202.28,sand,medium,38.32,1.83,0,1,1
Steel,1512.03,sand,high,43.8,2.5,1,1,1
Steel,1581.69,sand,medium,20.54,1.69,1,1,0
Steel,1567.93,die,high,20.3,2.11,1,0,0
Aluminum,735.75,ceramic,medium,45.5,1.75,0,1,1
Steel,1570.04,ceramic,low,7.24,2.08,1,1,0
Steel,1485.26,ceramic,low,20.76,0.85,1,1,0
Aluminum,705.88,sand,low,10.34,0.6,0,1,1
Aluminum,688.53,die,high,6.3,0.84,0,0,1
Aluminum,695.97,sand,low,10.08,1.21,0,1,1
